,CRIME_TYPE,HUNDRED_BLOCK,MONTH,YEAR
20719,Break and Enter - Residence,12900 80TH AVE     ,10,2014
20720,Theft of Motor Vehicle,12900 109TH AVE     ,10,2014
20721,Theft from Motor Vehicle,12900 66TH AVE     ,10,2014
20722,Theft from Motor Vehicle,12900 100A AVE     ,10,2014
20723,Break and Enter - Residence,12900 COULTHARD RD     ,10,2014
20724,Theft from Motor Vehicle,12900 80TH AVE     ,10,2014
20725,Theft of Motor Vehicle,12900 108TH AVE     ,10,2014
20726,Theft from Motor Vehicle,12900 108TH AVE     ,10,2014
20727,Theft from Motor Vehicle,12900 76TH AVE     ,10,2014
20728,Theft from Motor Vehicle,12900 76TH AVE     ,10,2014
20729,Theft from Motor Vehicle,12900 76TH AVE     ,10,2014
20730,Fatal/Injury Collision,13000 OLD YALE RD    ,10,2014
20731,Theft from Motor Vehicle,13000 14TH AVE     ,10,2014
20732,Theft of Motor Vehicle,13000 96A AVE     ,10,2014
20733,Theft of Motor Vehicle,13000 64TH AVE     ,10,2014
20734,Break and Enter - Residence,13000 72ND AVE     ,10,2014
20735,Theft from Motor Vehicle,13000 98TH AVE     ,10,2014
20736,Theft of Motor Vehicle,13000 97TH AVE     ,10,2014
20737,Theft of Motor Vehicle,13000 104TH AVE     ,10,2014
20738,Break and Enter - Residence,13000 103A AVE     ,10,2014
20739,Break and Enter - Residence,13000 24TH AVE     ,10,2014
20740,Theft of Motor Vehicle,13000 28TH AVE     ,10,2014
20741,Theft of Motor Vehicle,13000 BALLOCH DR     ,10,2014
20742,Theft of Motor Vehicle,13000 103RD AVE     ,10,2014
20743,Theft of Motor Vehicle,13000 101B AVE     ,10,2014
20744,Theft of Motor Vehicle,13000 112TH AVE     ,10,2014
20745,Theft from Motor Vehicle,13000 107TH AVE     ,10,2014
20746,Theft of Motor Vehicle,13000 109TH AVE     ,10,2014
20747,Theft of Motor Vehicle,13000 100TH AVE     ,10,2014
20748,Theft of Motor Vehicle,13000 106TH AVE     ,10,2014
20749,Fatal/Injury Collision,13100 BLOCK 84TH AVE    ,10,2014
20750,Break and Enter - Business,13100 78A AVE     ,10,2014
20751,Theft from Motor Vehicle,13100 73A AVE     ,10,2014
20752,Theft from Motor Vehicle,13100 78A AVE     ,10,2014
20753,Theft of Motor Vehicle,13100 96TH AVE     ,10,2014
20754,Break and Enter - Residence,13100 103A AVE     ,10,2014
20755,Break and Enter - Residence,13100 103A AVE     ,10,2014
20756,Break and Enter - Residence,13100 103A AVE     ,10,2014
20757,Theft of Motor Vehicle,13100 80TH AVE     ,10,2014
20758,Break and Enter - Residence,13100 80TH AVE     ,10,2014
20759,Theft from Motor Vehicle,13100 110TH AVE     ,10,2014
20760,Theft of Motor Vehicle,13100 112TH AVE     ,10,2014
20761,Theft of Motor Vehicle,13100 103RD AVE     ,10,2014
20762,Theft of Motor Vehicle,13100 64TH AVE     ,10,2014
20763,Theft from Motor Vehicle,13100 73RD AVE     ,10,2014
20764,Break and Enter - Residence,13100 73RD AVE     ,10,2014
20765,Theft from Motor Vehicle,13100 13TH AVE     ,10,2014
20766,Break and Enter - Residence,13100 106TH AVE     ,10,2014
20767,Theft from Motor Vehicle,13200 92B AVE     ,10,2014
20768,Theft from Motor Vehicle,13200 80TH AVE     ,10,2014
20769,Break and Enter - Residence,13200 95A AVE     ,10,2014
20770,Theft of Motor Vehicle,13200 COULTHARD RD     ,10,2014
20771,Theft of Motor Vehicle,13200 92B AVE     ,10,2014
20772,Break and Enter - Residence,13200 SHAKESPEARE PL     ,10,2014
20773,Theft of Motor Vehicle,13200 SHAKESPEARE PL     ,10,2014
20774,Break and Enter - Business,13200 78TH AVE     ,10,2014
20775,Theft of Motor Vehicle,13200 79A AVE     ,10,2014
20776,Break and Enter - Residence,13200 72ND AVE     ,10,2014
20777,Break and Enter - Residence,13200 72ND AVE     ,10,2014
20778,Theft of Motor Vehicle,13200 104TH AVE     ,10,2014
20779,Theft from Motor Vehicle,13200 105A AVE     ,10,2014
20780,Theft of Motor Vehicle,13200 105A AVE     ,10,2014
20781,Theft from Motor Vehicle,13200 105A AVE     ,10,2014
20782,Theft from Motor Vehicle,13200 70B AVE     ,10,2014
20783,Theft from Motor Vehicle,13200 108TH AVE     ,10,2014
20784,Break and Enter - Residence,13200 108TH AVE     ,10,2014
20785,Break and Enter - Residence,13200 59A AVE     ,10,2014
20786,Break and Enter - Residence,13200 56TH AVE     ,10,2014
20787,Theft of Motor Vehicle,13200 99A AVE     ,10,2014
20788,Theft from Motor Vehicle,13200 78TH AVE     ,10,2014
20789,Theft from Motor Vehicle,13200 78TH AVE     ,10,2014
20790,Theft from Motor Vehicle,13300 BLOCK 105A AVE    ,10,2014
20791,Theft of Motor Vehicle,13300 BLOCK 102A AVE    ,10,2014
20792,Theft from Motor Vehicle,13300 104TH AVE     ,10,2014
20793,Theft of Motor Vehicle,13300 104TH AVE     ,10,2014
20794,Fatal/Injury Collision,13300 64TH AVE     ,10,2014
20795,Theft from Motor Vehicle,13300 OLD YALE RD    ,10,2014
20796,Theft from Motor Vehicle,13300 102A AVE     ,10,2014
20797,Break and Enter - Residence,13300 102A AVE     ,10,2014
20798,Theft from Motor Vehicle,13300 102A AVE     ,10,2014
20799,Theft from Motor Vehicle,13300 102A AVE     ,10,2014
20800,Theft of Motor Vehicle,13300 102A AVE     ,10,2014
20801,Theft from Motor Vehicle,13300 105TH AVE     ,10,2014
20802,Theft of Motor Vehicle,13300 102A AVE     ,10,2014
20803,Theft of Motor Vehicle,13300 102A AVE     ,10,2014
20804,Theft from Motor Vehicle,13300 105TH AVE     ,10,2014
20805,Break and Enter - Residence,13300 108TH AVE     ,10,2014
20806,Theft from Motor Vehicle,13300 70A AVE     ,10,2014
20807,Theft of Motor Vehicle,13300 OLD YALE RD    ,10,2014
20808,Fatal/Injury Collision,13300 OLD YALE RD    ,10,2014
20809,Theft from Motor Vehicle,13300 105A AVE     ,10,2014
20810,Break and Enter - Residence,13300 68TH AVE     ,10,2014
20811,Theft of Motor Vehicle,13300 95A AVE     ,10,2014
20812,Theft from Motor Vehicle,13300 81ST AVE     ,10,2014
20813,Theft from Motor Vehicle,13300 58B AVE     ,10,2014
20814,Fatal/Injury Collision,13300 78TH AVE     ,10,2014
20815,Theft from Motor Vehicle,13300 82B AVE     ,10,2014
20816,Theft from Motor Vehicle,13300 84A AVE     ,10,2014
20817,Theft from Motor Vehicle,13300 56TH AVE     ,10,2014
20818,Theft from Motor Vehicle,13300 14A AVE     ,10,2014
20819,Theft from Motor Vehicle,13300 14A AVE     ,10,2014
20820,Break and Enter - Business,13300 68TH AVE     ,10,2014
20821,Theft from Motor Vehicle,13400 KING GEORGE BLVD    ,10,2014
20822,Theft from Motor Vehicle,13400 72ND AVE     ,10,2014
20823,Break and Enter - Residence,13400 112TH AVE     ,10,2014
20824,Theft from Motor Vehicle,13400 88TH AVE     ,10,2014
20825,Break and Enter - Residence,13400 66A AVE     ,10,2014
20826,Break and Enter - Business,13400 KING GEORGE BLVD    ,10,2014
20827,Theft of Motor Vehicle,13400 KING GEORGE BLVD    ,10,2014
20828,Theft from Motor Vehicle,13400 98B AVE     ,10,2014
20829,Theft from Motor Vehicle,13400 57TH AVE     ,10,2014
20830,Fatal/Injury Collision,13400 83A AVE     ,10,2014
20831,Theft from Motor Vehicle,13400 72ND AVE     ,10,2014
20832,Theft of Motor Vehicle,13400 112A AVE     ,10,2014
20833,Theft of Motor Vehicle,13400 77TH AVE     ,10,2014
20834,Theft of Motor Vehicle,13400 108TH AVE     ,10,2014
20835,Theft from Motor Vehicle,13400 102ND AVE     ,10,2014
20836,Theft of Motor Vehicle,13400 102ND AVE     ,10,2014
20837,Theft from Motor Vehicle,13400 102ND AVE     ,10,2014
20838,Break and Enter - Residence,13400 81B AVE     ,10,2014
20839,Break and Enter - Residence,13400 BOLIVAR CRES     ,10,2014
20840,Break and Enter - Residence,13400 81B AVE     ,10,2014
20841,Theft from Motor Vehicle,13400 87A AVE     ,10,2014
20842,Theft from Motor Vehicle,13400 72ND AVE     ,10,2014
20843,Break and Enter - Business,13400 72ND AVE     ,10,2014
20844,Theft from Motor Vehicle,13400 81ST AVE     ,10,2014
20845,Theft from Motor Vehicle,13400 KING GEORGE BLVD    ,10,2014
20846,Fatal/Injury Collision,13400 57TH AVE     ,10,2014
20847,Fatal/Injury Collision,13400 81ST AVE     ,10,2014
20848,Break and Enter - Residence,13400 79A AVE     ,10,2014
20849,Break and Enter - Residence,13400 91ST AVE     ,10,2014
20850,Theft from Motor Vehicle,13400 62ND AVE     ,10,2014
20851,Theft of Motor Vehicle,13400 83A AVE     ,10,2014
20852,Theft from Motor Vehicle,13400 92ND AVE     ,10,2014
20853,Theft from Motor Vehicle,13500 BLOCK 104TH AVE    ,10,2014
20854,Theft from Motor Vehicle,13500 96TH AVE     ,10,2014
20855,Fatal/Injury Collision,13500 81ST AVE     ,10,2014
20856,Theft from Motor Vehicle,13500 108TH AVE     ,10,2014
20857,Break and Enter - Residence,13500 112TH AVE     ,10,2014
20858,Theft from Motor Vehicle,13500 98TH AVE     ,10,2014
20859,Theft of Motor Vehicle,13500 106TH AVE     ,10,2014
20860,Theft from Motor Vehicle,13500 98TH AVE     ,10,2014
20861,Theft from Motor Vehicle,13500 106TH AVE     ,10,2014
20862,Break and Enter - Residence,13500 96TH AVE     ,10,2014
20863,Theft of Motor Vehicle,13500 73A AVE     ,10,2014
20864,Theft of Motor Vehicle,13500 84TH AVE     ,10,2014
20865,Break and Enter - Business,13500 64TH AVE     ,10,2014
20866,Break and Enter - Residence,13500 64TH AVE     ,10,2014
20867,Theft from Motor Vehicle,13500 72ND AVE     ,10,2014
20868,Theft from Motor Vehicle,13500 91ST AVE     ,10,2014
20869,Theft from Motor Vehicle,13500 112TH AVE     ,10,2014
20870,Theft from Motor Vehicle,13500 102ND AVE     ,10,2014
20871,Shoplifting,13500 104TH AVE     ,10,2014
20872,Theft of Motor Vehicle,13500 CRESTVIEW DR     ,10,2014
20873,Theft from Motor Vehicle,13500 67TH AVE     ,10,2014
20874,Break and Enter - Business,13600 100TH AVE     ,10,2014
20875,Theft of Motor Vehicle,13600 84TH AVE     ,10,2014
20876,Theft from Motor Vehicle,13600 60TH AVE     ,10,2014
20877,Theft from Motor Vehicle,13600 BENTLEY RD     ,10,2014
20878,Theft from Motor Vehicle,13600 LARNER RD     ,10,2014
20879,Break and Enter - Residence,13600 LARNER RD     ,10,2014
20880,Theft of Motor Vehicle,13700 114TH AVE     ,10,2014
20881,Theft from Motor Vehicle,13700 CRESCENT RD     ,10,2014
20882,Theft from Motor Vehicle,13700 72A AVE     ,10,2014
20883,Fatal/Injury Collision,13700 88TH AVE     ,10,2014
20884,Theft from Motor Vehicle,13700 72ND AVE     ,10,2014
20885,Theft of Motor Vehicle,13700 72ND AVE     ,10,2014
20886,Theft of Motor Vehicle,13700 115TH AVE     ,10,2014
20887,Theft of Motor Vehicle,13700 92ND AVE     ,10,2014
20888,Fatal/Injury Collision,13700 72ND AVE     ,10,2014
20889,Break and Enter - Residence,13700 74TH AVE     ,10,2014
20890,Theft from Motor Vehicle,13700 88TH AVE     ,10,2014
20891,Theft from Motor Vehicle,13700 96TH AVE     ,10,2014
20892,Theft of Motor Vehicle,13700 88TH AVE     ,10,2014
20893,Fatal/Injury Collision,13700 96TH AVE     ,10,2014
20894,Break and Enter - Residence,13700 112TH AVE     ,10,2014
20895,Theft from Motor Vehicle,13700 103RD AVE     ,10,2014
20896,Theft from Motor Vehicle,13700 103RD AVE     ,10,2014
20897,Theft of Motor Vehicle,13700 74TH AVE     ,10,2014
20898,Theft from Motor Vehicle,13700 91A AVE     ,10,2014
20899,Theft of Motor Vehicle,13700 101ST AVE     ,10,2014
20900,Fatal/Injury Collision,13700 71ST AVE     ,10,2014
20901,Theft from Motor Vehicle,13700 107A AVE     ,10,2014
20902,Theft from Motor Vehicle,13700 102ND AVE     ,10,2014
20903,Theft from Motor Vehicle,13800 102ND AVE     ,10,2014
20904,Theft of Motor Vehicle,13800 112A AVE     ,10,2014
20905,Theft from Motor Vehicle,13800 112TH AVE     ,10,2014
20906,Theft from Motor Vehicle,13800 103RD AVE     ,10,2014
20907,Theft from Motor Vehicle,13800 91ST AVE     ,10,2014
20908,Break and Enter - Residence,13800 100TH AVE     ,10,2014
20909,Break and Enter - Residence,13800 100TH AVE     ,10,2014
20910,Theft of Motor Vehicle,13800 101ST AVE     ,10,2014
20911,Theft of Motor Vehicle,13800 102ND AVE     ,10,2014
20912,Break and Enter - Residence,13800 102ND AVE     ,10,2014
20913,Break and Enter - Residence,13800 116TH AVE     ,10,2014
20914,Theft of Motor Vehicle,13800 LAUREL DR     ,10,2014
20915,Break and Enter - Residence,13800 LAUREL DR     ,10,2014
20916,Theft of Motor Vehicle,13800 COWAN RD     ,10,2014
20917,Theft from Motor Vehicle,13800 74TH AVE     ,10,2014
20918,Theft from Motor Vehicle,13800 101ST AVE     ,10,2014
20919,Break and Enter - Residence,13800 74TH AVE     ,10,2014
20920,Theft of Motor Vehicle,13800 102ND AVE     ,10,2014
20921,Theft from Motor Vehicle,13800 113TH AVE     ,10,2014
20922,Break and Enter - Residence,13800 102ND AVE     ,10,2014
20923,Theft from Motor Vehicle,13800 FRASER HWY     ,10,2014
20924,Break and Enter - Residence,13800 FRASER HWY     ,10,2014
20925,Theft of Motor Vehicle,13900 93A AVE     ,10,2014
20926,Theft of Motor Vehicle,13900 94TH AVE     ,10,2014
20927,Theft of Motor Vehicle,13900 90A AVE     ,10,2014
20928,Theft from Motor Vehicle,13900 113TH AVE     ,10,2014
20929,Theft of Motor Vehicle,13900 114TH AVE     ,10,2014
20930,Theft from Motor Vehicle,13900 101ST AVE     ,10,2014
20931,Break and Enter - Residence,13900 KALMAR RD     ,10,2014
20932,Theft from Motor Vehicle,13900 101ST AVE     ,10,2014
20933,Break and Enter - Residence,13900 78A AVE     ,10,2014
20934,Break and Enter - Residence,13900 FRASER HWY     ,10,2014
20935,Theft of Motor Vehicle,13900 72ND AVE     ,10,2014
20936,Theft of Motor Vehicle,13900 104TH AVE     ,10,2014
20937,Theft of Motor Vehicle,13900 80B AVE     ,10,2014
20938,Theft from Motor Vehicle,13900 LAUREL DR     ,10,2014
20939,Theft from Motor Vehicle,13900 LAUREL DR     ,10,2014
20940,Theft of Motor Vehicle,13900 LAUREL DR     ,10,2014
20941,Theft from Motor Vehicle,13900 94A AVE     ,10,2014
20942,Break and Enter - Residence,13900 113TH AVE     ,10,2014
20943,Break and Enter - Residence,13900 110TH AVE     ,10,2014
20944,Theft of Motor Vehicle,13900 100A AVE     ,10,2014
20945,Shoplifting,13900 FRASER HWY     ,10,2014
20946,Shoplifting,13900 FRASER HWY     ,10,2014
20947,Break and Enter - Residence,13900 90TH AVE     ,10,2014
20948,Theft from Motor Vehicle,14000 106TH AVE     ,10,2014
20949,Theft from Motor Vehicle,14000 91ST AVE     ,10,2014
20950,Theft from Motor Vehicle,14000 86A AVE     ,10,2014
20951,Break and Enter - Residence,14000 104TH AVE     ,10,2014
20952,Break and Enter - Residence,14000 60TH AVE     ,10,2014
20953,Theft of Motor Vehicle,14000 103RD AVE     ,10,2014
20954,Theft from Motor Vehicle,14000 90TH AVE     ,10,2014
20955,Theft from Motor Vehicle,14000 82ND AVE     ,10,2014
20956,Theft from Motor Vehicle,14000 NICO WYND PL    ,10,2014
20957,Theft of Motor Vehicle,14100 SUNRIDGE PL     ,10,2014
20958,Break and Enter - Residence,14100 88TH AVE     ,10,2014
20959,Fatal/Injury Collision,14100 PARK DR     ,10,2014
20960,Theft from Motor Vehicle,14100 113A AVE     ,10,2014
20961,Theft from Motor Vehicle,14100 88TH AVE     ,10,2014
20962,Theft from Motor Vehicle,14100 103RD AVE     ,10,2014
20963,Theft from Motor Vehicle,14100 85A AVE     ,10,2014
20964,Theft of Motor Vehicle,14100 103A AVE     ,10,2014
20965,Theft from Motor Vehicle,14100 103A AVE     ,10,2014
20966,Theft from Motor Vehicle,14100 103A AVE     ,10,2014
20967,Theft from Motor Vehicle,14100 103A AVE     ,10,2014
20968,Theft of Motor Vehicle,14100 90TH AVE     ,10,2014
20969,Fatal/Injury Collision,14200 BLOCK 88TH AVE    ,10,2014
20970,Theft from Motor Vehicle,14200 BLOCK GREEN TIMBERS WAY   ,10,2014
20971,Theft of Motor Vehicle,14200 86TH AVE     ,10,2014
20972,Theft of Motor Vehicle,14200 100A AVE     ,10,2014
20973,Break and Enter - Residence,14200 75TH AVE     ,10,2014
20974,Theft from Motor Vehicle,14200 108TH AVE     ,10,2014
20975,Theft from Motor Vehicle,14200 GLADSTONE DR     ,10,2014
20976,Theft of Motor Vehicle,14200 CURRIE DR     ,10,2014
20977,Theft of Motor Vehicle,14200 90TH AVE     ,10,2014
20978,Break and Enter - Residence,14200 65TH AVE     ,10,2014
20979,Break and Enter - Residence,14300 108TH AVE     ,10,2014
20980,Theft from Motor Vehicle,14300 82ND AVE     ,10,2014
20981,Theft from Motor Vehicle,14300 104TH AVE     ,10,2014
20982,Theft from Motor Vehicle,14300 67A AVE     ,10,2014
20983,Theft of Motor Vehicle,14300 57TH AVE     ,10,2014
20984,Break and Enter - Residence,14300 86TH AVE     ,10,2014
20985,Theft of Motor Vehicle,14300 17TH AVE     ,10,2014
20986,Theft from Motor Vehicle,14300 86TH AVE     ,10,2014
20987,Theft from Motor Vehicle,14300 17B AVE     ,10,2014
20988,Fatal/Injury Collision,14300 104TH AVE     ,10,2014
20989,Theft from Motor Vehicle,14300 103RD AVE     ,10,2014
20990,Fatal/Injury Collision,14300 57TH AVE     ,10,2014
20991,Theft from Motor Vehicle,14300 70A AVE     ,10,2014
20992,Theft from Motor Vehicle,14300 104TH AVE     ,10,2014
20993,Theft from Motor Vehicle,14300 MELROSE DR     ,10,2014
20994,Theft of Motor Vehicle,14300 74A AVE     ,10,2014
20995,Theft from Motor Vehicle,14300 68B AVE     ,10,2014
20996,Break and Enter - Residence,14300 82ND AVE     ,10,2014
20997,Theft of Motor Vehicle,14300 103RD AVE     ,10,2014
20998,Theft from Motor Vehicle,14300 66A AVE     ,10,2014
20999,Theft from Motor Vehicle,14300 82ND AVE     ,10,2014
21000,Break and Enter - Residence,14300 67A AVE     ,10,2014
21001,Theft of Motor Vehicle,14300 67A AVE     ,10,2014
21002,Theft from Motor Vehicle,14400 GLADSTONE DR     ,10,2014
21003,Break and Enter - Residence,14400 60TH AVE     ,10,2014
21004,Theft from Motor Vehicle,14400 GLADSTONE DR     ,10,2014
21005,Break and Enter - Residence,14400 64TH AVE     ,10,2014
21006,Break and Enter - Residence,14400 68TH AVE     ,10,2014
21007,Break and Enter - Residence,14400 70A AVE     ,10,2014
21008,Theft of Motor Vehicle,14400 108TH AVE     ,10,2014
21009,Theft of Motor Vehicle,14400 104TH AVE     ,10,2014
21010,Break and Enter - Residence,14400 104TH AVE     ,10,2014
21011,Theft from Motor Vehicle,14400 104A AVE     ,10,2014
21012,Fatal/Injury Collision,14400 78TH AVE     ,10,2014
21013,Theft from Motor Vehicle,14500 79A AVE     ,10,2014
21014,Theft of Motor Vehicle,14500 106TH AVE     ,10,2014
21015,Theft of Motor Vehicle,14500 105A AVE     ,10,2014
21016,Theft of Motor Vehicle,14500 108TH AVE     ,10,2014
21017,Theft of Motor Vehicle,14500 108TH AVE     ,10,2014
21018,Fatal/Injury Collision,14500 88TH AVE     ,10,2014
21019,Theft of Motor Vehicle,14500 108TH AVE     ,10,2014
21020,Theft of Motor Vehicle,14500 108TH AVE     ,10,2014
21021,Break and Enter - Business,14500 72ND AVE     ,10,2014
21022,Break and Enter - Residence,14500 74TH AVE     ,10,2014
21023,Theft from Motor Vehicle,14600 85TH AVE     ,10,2014
21024,Theft of Motor Vehicle,14600 89A AVE     ,10,2014
21025,Theft from Motor Vehicle,14600 75A AVE     ,10,2014
21026,Shoplifting,14600 104TH AVE     ,10,2014
21027,Shoplifting,14600 104TH AVE     ,10,2014
21028,Shoplifting,14600 104TH AVE     ,10,2014
21029,Shoplifting,14600 104TH AVE     ,10,2014
21030,Shoplifting,14600 104TH AVE     ,10,2014
21031,Shoplifting,14600 104TH AVE     ,10,2014
21032,Shoplifting,14600 104TH AVE     ,10,2014
21033,Shoplifting,14600 104TH AVE     ,10,2014
21034,Shoplifting,14600 104TH AVE     ,10,2014
21035,Shoplifting,14600 104TH AVE     ,10,2014
21036,Shoplifting,14600 104TH AVE     ,10,2014
21037,Shoplifting,14600 104TH AVE     ,10,2014
21038,Shoplifting,14600 104TH AVE     ,10,2014
21039,Shoplifting,14600 104TH AVE     ,10,2014
21040,Shoplifting,14600 104TH AVE     ,10,2014
21041,Shoplifting,14600 104TH AVE     ,10,2014
21042,Theft of Motor Vehicle,14600 104TH AVE     ,10,2014
21043,Shoplifting,14600 104TH AVE     ,10,2014
21044,Shoplifting,14600 104TH AVE     ,10,2014
21045,Theft from Motor Vehicle,14600 72ND AVE     ,10,2014
21046,Theft from Motor Vehicle,14600 62A AVE     ,10,2014
21047,Fatal/Injury Collision,14600 66TH AVE     ,10,2014
21048,Theft from Motor Vehicle,14600 111TH AVE     ,10,2014
21049,Theft of Motor Vehicle,14600 109A AVE     ,10,2014
21050,Break and Enter - Residence,14600 76A AVE     ,10,2014
21051,Theft from Motor Vehicle,14600 96TH AVE     ,10,2014
21052,Fatal/Injury Collision,14700 BLOCK FRASER HWY    ,10,2014
21053,Theft from Motor Vehicle,14700 107A AVE     ,10,2014
21054,Theft of Motor Vehicle,14700 90TH AVE     ,10,2014
21055,Theft from Motor Vehicle,14700 80A AVE     ,10,2014
21056,Break and Enter - Residence,14700 31ST AVE     ,10,2014
21057,Break and Enter - Residence,14700 HALSTEAD PL     ,10,2014
21058,Theft from Motor Vehicle,14700 80A AVE     ,10,2014
21059,Theft of Motor Vehicle,14700 69TH AVE     ,10,2014
21060,Theft from Motor Vehicle,14800 88TH AVE     ,10,2014
21061,Theft of Motor Vehicle,14800 105TH AVE     ,10,2014
21062,Theft of Motor Vehicle,14800 72A AVE     ,10,2014
21063,Theft of Motor Vehicle,14800 HOLLY PARK LANE    ,10,2014
21064,Break and Enter - Residence,14800 96TH AVE     ,10,2014
21065,Theft from Motor Vehicle,14800 68A AVE     ,10,2014
21066,Theft of Motor Vehicle,14800 104TH AVE     ,10,2014
21067,Theft from Motor Vehicle,14800 98TH AVE     ,10,2014
21068,Break and Enter - Residence,14800 107A AVE     ,10,2014
21069,Break and Enter - Residence,14800 21B AVE     ,10,2014
21070,Theft from Motor Vehicle,14900 88A AVE     ,10,2014
21071,Break and Enter - Business,14900 104TH AVE     ,10,2014
21072,Theft of Motor Vehicle,14900 102A AVE     ,10,2014
21073,Theft of Motor Vehicle,14900 88A AVE     ,10,2014
21074,Break and Enter - Residence,14900 22A AVE     ,10,2014
21075,Theft of Motor Vehicle,14900 60TH AVE     ,10,2014
21076,Theft from Motor Vehicle,14900 99A AVE     ,10,2014
21077,Break and Enter - Residence,14900 SOUTHMERE CLS     ,10,2014
21078,Theft from Motor Vehicle,14900 57TH AVE     ,10,2014
21079,Fatal/Injury Collision,14900 57TH AVE     ,10,2014
21080,Theft from Motor Vehicle,15000 54A AVE     ,10,2014
21081,Break and Enter - Residence,15000 ROBIN CRES     ,10,2014
21082,Break and Enter - Residence,15000 81B AVE     ,10,2014
21083,Break and Enter - Residence,15000 BLUEBIRD CRES     ,10,2014
21084,Theft from Motor Vehicle,15000 CANARY DR     ,10,2014
21085,Theft from Motor Vehicle,15000 66A AVE     ,10,2014
21086,Theft of Motor Vehicle,15000 PHEASANT DR     ,10,2014
21087,Theft from Motor Vehicle,15000 32ND AVE     ,10,2014
21088,Theft from Motor Vehicle,15000 32ND AVE     ,10,2014
21089,Theft from Motor Vehicle,15000 73B AVE     ,10,2014
21090,Break and Enter - Residence,15000 CANARY DR     ,10,2014
21091,Theft of Motor Vehicle,15000 EAGLE PL     ,10,2014
21092,Theft from Motor Vehicle,15000 68A AVE     ,10,2014
21093,Fatal/Injury Collision,15100 BLOCK 104TH AVE    ,10,2014
21094,Theft of Motor Vehicle,15100 66A AVE     ,10,2014
21095,Theft from Motor Vehicle,15100 105TH AVE     ,10,2014
21096,Theft of Motor Vehicle,15100 70A AVE     ,10,2014
21097,Theft from Motor Vehicle,15100 SPENSER CRT     ,10,2014
21098,Theft from Motor Vehicle,15100 100TH AVE     ,10,2014
21099,Theft of Motor Vehicle,15100 100TH AVE     ,10,2014
21100,Break and Enter - Business,15100 56TH AVE     ,10,2014
21101,Theft from Motor Vehicle,15100 RAVEN PL     ,10,2014
21102,Theft from Motor Vehicle,15100 75TH AVE     ,10,2014
21103,Break and Enter - Residence,15100 72ND AVE     ,10,2014
21104,Theft from Motor Vehicle,15100 100TH AVE     ,10,2014
21105,Theft from Motor Vehicle,15100 PHEASANT DR     ,10,2014
21106,Theft from Motor Vehicle,15100 69TH AVE     ,10,2014
21107,Theft from Motor Vehicle,15100 66A AVE     ,10,2014
21108,Theft from Motor Vehicle,15100 32ND AVE     ,10,2014
21109,Theft from Motor Vehicle,15100 32ND AVE     ,10,2014
21110,Theft from Motor Vehicle,15100 22ND AVE     ,10,2014
21111,Theft from Motor Vehicle,15100 22ND AVE     ,10,2014
21112,Break and Enter - Residence,15100 22ND AVE     ,10,2014
21113,Theft of Motor Vehicle,15100 81ST AVE     ,10,2014
21114,Break and Enter - Residence,15200 GUILDFORD DR     ,10,2014
21115,Break and Enter - Business,15200 92ND AVE     ,10,2014
21116,Theft of Motor Vehicle,15200 104TH AVE     ,10,2014
21117,Theft from Motor Vehicle,15200 34TH AVE     ,10,2014
21118,Theft from Motor Vehicle,15200 18TH AVE     ,10,2014
21119,Fatal/Injury Collision,15200 CROYDON DR     ,10,2014
21120,Theft of Motor Vehicle,15200 56TH AVE     ,10,2014
21121,Theft from Motor Vehicle,15200 105TH AVE     ,10,2014
21122,Theft from Motor Vehicle,15200 104TH AVE     ,10,2014
21123,Theft from Motor Vehicle,15200 19TH AVE     ,10,2014
21124,Theft from Motor Vehicle,15200 19TH AVE     ,10,2014
21125,Theft of Motor Vehicle,15200 FLEETWOOD DR     ,10,2014
21126,Fatal/Injury Collision,15200 88TH AVE     ,10,2014
21127,Theft from Motor Vehicle,15200 92A AVE     ,10,2014
21128,Break and Enter - Residence,15300 58TH AVE     ,10,2014
21129,Break and Enter - Residence,15300 95A AVE     ,10,2014
21130,Theft from Motor Vehicle,15300 19TH AVE     ,10,2014
21131,Break and Enter - Residence,15300 95TH AVE     ,10,2014
21132,Break and Enter - Residence,15300 101ST AVE     ,10,2014
21133,Break and Enter - Residence,15300 101ST AVE     ,10,2014
21134,Break and Enter - Residence,15300 17A AVE     ,10,2014
21135,Theft from Motor Vehicle,15300 17TH AVE     ,10,2014
21136,Theft from Motor Vehicle,15300 28A AVE     ,10,2014
21137,Theft of Motor Vehicle,15300 102A AVE     ,10,2014
21138,Theft from Motor Vehicle,15300 24TH AVE     ,10,2014
21139,Shoplifting,15300 FRASER HWY     ,10,2014
21140,Shoplifting,15300 FRASER HWY     ,10,2014
21141,Theft from Motor Vehicle,15300 24TH AVE     ,10,2014
21142,Shoplifting,15300 FRASER HWY     ,10,2014
21143,Theft of Motor Vehicle,15300 20TH AVE     ,10,2014
21144,Break and Enter - Residence,15300 17TH AVE     ,10,2014
21145,Theft of Motor Vehicle,15300 17TH AVE     ,10,2014
21146,Theft from Motor Vehicle,15300 100TH AVE     ,10,2014
21147,Break and Enter - Residence,15300 20TH AVE     ,10,2014
21148,Break and Enter - Residence,15300 GUILDFORD DR     ,10,2014
21149,Break and Enter - Residence,15400 80A AVE     ,10,2014
21150,Break and Enter - Business,15400 88TH AVE     ,10,2014
